"","week","count","GIDSTCO","Tot_Population_ACS_14_18","pct_URBANIZED_AREA_POP_CEN_2010","pct_Prs_Blw_Pov_Lev_ACS_14_18","pct_No_Health_Ins_ACS_14_18"
"49",1,1422,1097,414659,1.81565531078313,0.565509443223734,0.333007422101872
"3181",2,913,1097,414659,1.81565531078313,0.565509443223734,0.333007422101872
"6313",3,559,1097,414659,1.81565531078313,0.565509443223734,0.333007422101872
"50",1,120,1099,21512,-0.555872501853231,2.36103656653372,0.689686930549166
"3182",2,68,1099,21512,-0.555872501853231,2.36103656653372,0.689686930549166
"6314",3,64,1099,21512,-0.555872501853231,2.36103656653372,0.689686930549166
"51",1,769,1101,226941,2.13183900117387,0.783195878637928,0.10529677546603
"3183",2,591,1101,226941,2.13183900117387,0.783195878637928,0.10529677546603
"6315",3,391,1101,226941,2.13183900117387,0.783195878637928,0.10529677546603
"52",1,635,1103,119122,1.21241406292463,-0.0489529773071115,0.0448426214919123
"3184",2,500,1103,119122,1.21241406292463,-0.0489529773071115,0.0448426214919123
"6316",3,386,1103,119122,1.21241406292463,-0.0489529773071115,0.0448426214919123
"53",1,32,1105,9486,-0.555872501853231,4.03459753099461,0.544596961011284
"3185",2,23,1105,9486,-0.555872501853231,4.03459753099461,0.544596961011284
"6317",3,5,1105,9486,-0.555872501853231,4.03459753099461,0.544596961011284
"54",1,78,1107,20298,-0.555872501853231,1.21548099860938,-0.382366733258518
"3186",2,35,1107,20298,-0.555872501853231,1.21548099860938,-0.382366733258518
"6318",3,76,1107,20298,-0.555872501853231,1.21548099860938,-0.382366733258518
"55",1,225,1109,33403,-0.555872501853231,1.69408238143491,-0.0559143017982835
"3187",2,118,1109,33403,-0.555872501853231,1.69408238143491,-0.0559143017982835
"6319",3,55,1109,33403,-0.555872501853231,1.69408238143491,-0.0559143017982835
"56",1,128,1111,22574,-0.555872501853231,0.324664876382498,0.119402744726657
"3188",2,128,1111,22574,-0.555872501853231,0.324664876382498,0.119402744726657
"6320",3,118,1111,22574,-0.555872501853231,0.324664876382498,0.119402744726657
"57",1,155,1113,58213,1.38356762752361,0.695194979215169,0.653414438164695
"3189",2,123,1113,58213,1.38356762752361,0.695194979215169,0.653414438164695
"6321",3,121,1113,58213,1.38356762752361,0.695194979215169,0.653414438164695
"58",1,571,1115,87306,-0.237286656169871,-0.373166817285699,-0.231231348323224
"3190",2,495,1115,87306,-0.237286656169871,-0.373166817285699,-0.231231348323224
"6322",3,252,1115,87306,-0.237286656169871,-0.373166817285699,-0.231231348323224
"59",1,1040,1117,211261,1.71716694378582,-1.10805152123716,-0.612092518360165
"3191",2,1009,1117,211261,1.71716694378582,-1.10805152123716,-0.612092518360165
"6323",3,611,1117,211261,1.71716694378582,-1.10805152123716,-0.612092518360165
"60",1,21,1119,12985,-0.555872501853231,2.42587933452943,1.11488114683379
"3192",2,14,1119,12985,-0.555872501853231,2.42587933452943,1.11488114683379
"6324",3,10,1119,12985,-0.555872501853231,2.42587933452943,1.11488114683379
"61",1,660,1121,80565,-0.377812740787979,0.668949096931188,-0.172792332814911
"3193",2,548,1121,80565,-0.377812740787979,0.668949096931188,-0.172792332814911
"6325",3,372,1121,80565,-0.377812740787979,0.668949096931188,-0.172792332814911
"62",1,318,1123,40636,-0.555872501853231,0.72144086149915,-0.372291040929498
"3194",2,263,1123,40636,-0.555872501853231,0.72144086149915,-0.372291040929498
"6326",3,178,1123,40636,-0.555872501853231,0.72144086149915,-0.372291040929498
"63",1,1108,1125,206213,1.59015298268869,0.276804738099945,-0.467002548822282
"3195",2,758,1125,206213,1.59015298268869,0.276804738099945,-0.467002548822282
"6327",3,672,1125,206213,1.59015298268869,0.276804738099945,-0.467002548822282
"64",1,448,1127,64493,-0.555872501853231,0.63498383750486,0.20806883722203
"3196",2,353,1127,64493,-0.555872501853231,0.63498383750486,0.20806883722203
"6328",3,225,1127,64493,-0.555872501853231,0.63498383750486,0.20806883722203
